X_Block	Y_Block	X	Y	Feature_ID	Reporter_ID	Nucleic_acid_type	Reporter_chr_coords	Composite	Composite_chr_coords
1	1	3	20	184	A_25_P00012126	miRNA	[36.3:X:45491386-45491398:-]	hsa-miR-222|MI0000299	[36.3:X:45491365-45491474:-]
1	1	3	21	185	A_25_P00014151	miRNA	"[36.3:19:58951826-58951844:+,36.3:19:58956218-58956236:+]"	"hsa-miR-516a-1|MI0003180,hsa-miR-516a-2|MI0003181"	"[36.3:19:58951807-58951896:+,36.3:19:58956199-58956288:+]"
1	1	3	23	187	A_25_P00012418	miRNA	[36.3:17:25468247-25468261:+]	hsa-miR-423|MI0001445	[36.3:17:25468223-25468316:+]
1	1	3	24	188	A_25_P00013152	miRNA	[36.3:13:90801062-90801074:+]	hsa-miR-18a|MI0000072	[36.3:13:90801006-90801076:+]
1	1	3	25	189	A_25_P00013361	miRNA	[36.3:3:52277336-52277348:-]	hsa-let-7g|MI0000433	[36.3:3:52277334-52277417:-]
1	1	3	26	190	NC2_00079215	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	3	27	191	A_25_P00012512	miRNA	[36.3:16:14305381-14305396:+]	hsa-miR-193b|MI0003137	[36.3:16:14305325-14305407:+]
1	1	3	28	192	A_25_P00011979	miRNA	[36.3:14:100388505-100388521:+]	hsa-miR-770|MI0005118	[36.3:14:100388480-100388577:+]
1	1	3	29	193	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	3	30	194	A_25_P00013698	miRNA	[hcmv:hcmv|NC_001347.5:221412-221426:-]	hcmv-miR-US33|MI0001686	[hcmv:hcmv|NC_001347.5:221406-221475:-]
1	1	3	31	195	A_25_P00014823	miRNA	[36.3:4:8057939-8057958:-]	hsa-miR-95|MI0000097	[36.3:4:8057928-8058008:-]
1	1	3	32	196	A_25_P00013702	miRNA	[hcmv:hcmv|NC_001347.5:49499-49517:-]	hcmv-miR-UL36|MI0001679	[hcmv:hcmv|NC_001347.5:49495-49569:-]
1	1	3	33	197	A_25_P00012746	miRNA	[36.3:5:59035213-59035227:-]	hsa-miR-582|MI0003589	[36.3:5:59035189-59035286:-]
1	1	3	35	199	A_25_P00012249	miRNA	[36.3:X:49654908-49654922:+]	hsa-miR-188|MI0000484	[36.3:X:49654849-49654934:+]
1	1	3	36	200	A_25_P00012624	miRNA	[36.3:20:33041873-33041892:+]	hsa-miR-499|MI0003183	[36.3:20:33041840-33041961:+]
1	1	3	37	201	A_25_P00013661	miRNA	[36.3:X:144884004-144884019:-]	hsa-miR-888|MI0005537	[36.3:X:144883994-144884070:-]
1	1	3	38	202	A_25_P00010838	miRNA	[36.3:1:40992677-40992693:+]	hsa-miR-30e|MI0000749	[36.3:1:40992614-40992705:+]
1	1	3	39	203	A_25_P00012895	miRNA	[36.3:5:135444164-135444178:-]	hsa-miR-886|MI0005527	[36.3:5:135444076-135444196:-]
1	1	3	40	204	A_25_P00012026	miRNA	[36.3:22:40626900-40626919:+]	hsa-miR-33a|MI0000091	[36.3:22:40626894-40626962:+]
1	1	3	43	207	A_25_P00012082	miRNA	[36.3:2:176723306-176723325:+]	hsa-miR-10b|MI0000267	[36.3:2:176723277-176723386:+]
1	1	3	44	208	A_25_P00014863	miRNA	[36.3:10:134911033-134911046:-]	hsa-miR-202|MI0003130	[36.3:10:134911006-134911115:-]
1	1	3	45	209	A_25_P00013438	miRNA	[36.3:3:44130782-44130791:+]	hsa-miR-138-1|MI0000476	[36.3:3:44130708-44130806:+]
1	1	3	46	210	A_25_P00010853	miRNA	[36.3:17:1900334-1900349:-]	hsa-miR-212|MI0000288	[36.3:17:1900315-1900424:-]
1	1	3	47	211	A_25_P00013675	miRNA	[36.3:17:11926012-11926029:+]	hsa-miR-744|MI0005559	[36.3:17:11925941-11926038:+]
1	1	3	48	212	A_25_P00012414	miRNA	[36.3:15:61950241-61950251:-]	hsa-miR-422a|MI0001444	[36.3:15:61950182-61950271:-]
1	1	3	49	213	A_25_P00011700	miRNA	[hcmv:hcmv|NC_001347.5:196099-196111:+]	hcmv-miR-US4|MI0003687	[hcmv:hcmv|NC_001347.5:196083-196166:+]
1	1	3	50	214	A_25_P00012417	miRNA	[36.3:15:61950241-61950254:-]	hsa-miR-422a|MI0001444	[36.3:15:61950182-61950271:-]
1	1	3	51	215	A_25_P00011723	miRNA	[kshv:kshv|NC_003409.1:120796-120809:-]	kshv-miR-K12-6|MI0002480	[kshv:kshv|NC_003409.1:120761-120822:-]
1	1	3	52	216	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	3	53	217	A_25_P00013418	miRNA	[36.3:5:148788706-148788721:+]	hsa-miR-143|MI0000459	[36.3:5:148788674-148788779:+]
1	1	3	55	219	A_25_P00013083	miRNA	[36.3:10:29931246-29931261:-]	hsa-miR-938|MI0005760	[36.3:10:29931199-29931281:-]
1	1	3	57	221	A_25_P00011984	miRNA	[36.3:19:56887862-56887879:+]	hsa-let-7e|MI0000066	[36.3:19:56887851-56887929:+]
1	1	3	58	222	A_25_P00010470	miRNA	[36.3:17:44012265-44012284:-]	hsa-miR-10a|MI0000266	[36.3:17:44012199-44012308:-]
1	1	3	59	223	A_25_P00010721	miRNA	[36.3:14:100596723-100596739:+]	hsa-miR-496|MI0003136	[36.3:14:100596663-100596764:+]
1	1	3	60	224	A_25_P00011325	miRNA	[36.3:2:32610787-32610802:+]	hsa-miR-558|MI0003564	[36.3:2:32610724-32610817:+]
1	1	3	61	225	A_25_P00014893	miRNA	[36.3:14:100583419-100583440:+]	hsa-miR-539|MI0003514	[36.3:14:100583411-100583488:+]
1	1	3	62	226	A_25_P00010276	miRNA	"[36.3:14:100576918-100576935:+,36.3:14:100576211-100576228:+]"	"hsa-miR-376a-1|MI0000784,hsa-miR-376a-2|MI0003529"	"[36.3:14:100576872-100576939:+,36.3:14:100576159-100576238:+]"
1	1	3	63	227	A_25_P00010371	miRNA	[36.3:19:19406936-19406952:+]	hsa-miR-640|MI0003655	[36.3:19:19406872-19406967:+]
1	1	3	64	228	A_25_P00012682	miRNA	[36.3:X:146161588-146161603:-]	hsa-miR-510|MI0003197	[36.3:X:146161545-146161618:-]
1	1	3	65	229	A_25_P00010287	miRNA	[36.3:19:13846543-13846560:+]	hsa-miR-181c|MI0000271	[36.3:19:13846513-13846622:+]
1	1	3	66	230	A_25_P00010706	miRNA	[36.3:14:100591521-100591538:+]	hsa-miR-485|MI0002469	[36.3:14:100591509-100591581:+]
1	1	3	67	231	A_25_P00011734	miRNA	[kshv:kshv|NC_003409.1:121266-121277:-]	kshv-miR-K12-5|MI0002481	[kshv:kshv|NC_003409.1:121263-121332:-]
1	1	3	68	232	A_25_P00011799	miRNA	"[hsv1:hsv1|NC_001806.1:118341-118352:+,hsv1:hsv1|NC_001806.1:8019-8030:-]"	"hsv1-miR-H1|MI0004730,hsv1-miR-H1|MI0004730"	"[hsv1:hsv1|NC_001806.1:118316-118401:+,hsv1:hsv1|NC_001806.1:7970-8055:-]"
1	1	3	69	233	A_25_P00010205	miRNA	[36.3:17:1563958-1563975:-]	hsa-miR-22|MI0000078	[36.3:17:1563947-1564031:-]
1	1	3	70	234	A_25_P00013796	miRNA	[ebv:ebv|NC_007605.1:146445-146460:+]	ebv-miR-BART7|MI0003729	[ebv:ebv|NC_007605.1:146425-146510:+]
1	1	3	71	235	A_25_P00010366	miRNA	[36.3:15:78921389-78921407:-]	hsa-miR-549|MI0003679	[36.3:15:78921374-78921469:-]
1	1	3	72	236	A_25_P00013643	miRNA	[36.3:14:65007627-65007645:+]	hsa-miR-625|MI0003639	[36.3:14:65007573-65007657:+]
1	1	3	73	237	A_25_P00013519	miRNA	[36.3:4:113788520-113788539:-]	hsa-miR-367|MI0000775	[36.3:4:113788479-113788546:-]
1	1	3	74	238	A_25_P00014870	miRNA	"[36.3:19:58881553-58881571:+,36.3:19:58890294-58890312:+,36.3:19:58893469-58893487:+,36.3:19:58924922-58924940:+,36.3:19:58946295-58946313:+,36.3:19:58947480-58947498:+]"	"hsa-miR-519c|MI0003148,hsa-miR-519b|MI0003151,hsa-miR-523|MI0003153,hsa-miR-518e|MI0003169,hsa-miR-522|MI0003177,hsa-miR-519a-1|MI0003178"	"[36.3:19:58881535-58881621:+,36.3:19:58890279-58890359:+,36.3:19:58893451-58893537:+,36.3:19:58924904-58924991:+,36.3:19:58946277-58946363:+,36.3:19:58947463-58947547:+]"
1	1	3	75	239	A_25_P00012700	miRNA	[36.3:14:100584804-100584823:+]	hsa-miR-544|MI0003515	[36.3:14:100584748-100584838:+]
1	1	3	77	241	A_25_P00013515	miRNA	[36.3:4:113788650-113788661:-]	hsa-miR-302d|MI0000774	[36.3:4:113788609-113788676:-]
1	1	3	80	244	A_25_P00012035	miRNA	[36.3:7:129201815-129201836:-]	hsa-miR-96|MI0000098	[36.3:7:129201768-129201845:-]
1	1	3	81	245	DarkCorner	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	3	82	246	DarkCorner	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	1	247	DarkCorner	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	3	249	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	4	250	A_25_P00010397	miRNA	[36.3:10:52729360-52729376:+]	hsa-miR-605|MI0003618	[36.3:10:52729339-52729421:+]
1	1	4	6	252	A_25_P00010138	miRNA	[36.3:14:22927651-22927669:-]	hsa-miR-208a|MI0000251	[36.3:14:22927645-22927715:-]
1	1	4	7	253	A_25_P00012199	miRNA	"[36.3:2:219867092-219867110:-,36.3:7:157059802-157059820:-]"	"hsa-miR-153-1|MI0000463,hsa-miR-153-2|MI0000464"	"[36.3:2:219867077-219867166:-,36.3:7:157059789-157059875:-]"
1	1	4	8	254	dmr_285_19	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	10	256	A_25_P00011751	miRNA	[hcmv:hcmv|NC_001347.5:221447-221456:-]	hcmv-miR-US33|MI0001686	[hcmv:hcmv|NC_001347.5:221406-221475:-]
1	1	4	11	257	A_25_P00012951	miRNA	[36.3:14:100584040-100584059:+]	hsa-miR-889|MI0005540	[36.3:14:100583991-100584069:+]
1	1	4	12	258	A_25_P00013815	miRNA	[ebv:ebv|NC_007605.1:148533-148547:+]	ebv-miR-BART13|MI0003735	[ebv:ebv|NC_007605.1:148512-148597:+]
1	1	4	13	259	A_25_P00012525	miRNA	[36.3:19:58875057-58875078:+]	hsa-miR-519e|MI0003145	[36.3:19:58875006-58875089:+]
1	1	4	15	261	A_25_P00012230	miRNA	[36.3:14:100590794-100590805:+]	hsa-miR-134|MI0000474	[36.3:14:100590777-100590849:+]
1	1	4	16	262	A_25_P00011255	miRNA	[36.3:19:14501423-14501437:+]	hsa-miR-639|MI0003654	[36.3:19:14501355-14501452:+]
1	1	4	18	264	A_25_P00014844	miRNA	[36.3:17:53763643-53763661:-]	hsa-miR-142|MI0000458	[36.3:17:53763592-53763678:-]
1	1	4	19	265	A_25_P00010271	miRNA	[36.3:X:49654519-49654534:+]	hsa-miR-532|MI0003205	[36.3:X:49654494-49654584:+]
1	1	4	20	266	A_25_P00014973	miRNA	[36.3:X:146078963-146078981:-]	hsa-miR-513c|MI0006649	[36.3:X:146078914-146078997:-]
1	1	4	21	267	A_25_P00010789	miRNA	[36.3:14:100601698-100601717:+]	hsa-miR-369|MI0000777	[36.3:14:100601688-100601757:+]
1	1	4	22	268	A_25_P00010799	miRNA	[36.3:20:26136879-26136891:-]	hsa-miR-663|MI0003672	[36.3:20:26136822-26136914:-]
1	1	4	23	269	A_25_P00013328	miRNA	[36.3:12:52671860-52671871:+]	hsa-miR-196a-2|MI0000279	[36.3:12:52671789-52671898:+]
1	1	4	24	270	A_25_P00012030	miRNA	"[36.3:13:90801623-90801637:+,36.3:X:133131240-133131254:-]"	"hsa-miR-92a-1|MI0000093,hsa-miR-92a-2|MI0000094"	"[36.3:13:90801569-90801646:+,36.3:X:133131234-133131308:-]"
1	1	4	25	271	A_25_P00010104	miRNA	[36.3:14:100559927-100559943:+]	hsa-miR-299|MI0000744	[36.3:14:100559884-100559946:+]
1	1	4	26	272	NC2_00122731	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	27	273	A_25_P00013480	miRNA	[36.3:7:99529561-99529574:-]	hsa-miR-106b|MI0000734	[36.3:7:99529552-99529633:-]
1	1	4	28	274	A_25_P00010508	miRNA	[36.3:7:136238535-136238550:+]	hsa-miR-490|MI0003125	[36.3:7:136238454-136238581:+]
1	1	4	29	275	A_25_P00011429	miRNA	[36.3:14:100562166-100562182:+]	hsa-miR-758|MI0003757	[36.3:14:100562110-100562197:+]
1	1	4	30	276	A_25_P00012412	miRNA	[36.3:7:27175672-27175691:-]	hsa-miR-196b|MI0001150	[36.3:7:27175624-27175707:-]
1	1	4	31	277	A_25_P00010539	miRNA	[36.3:17:7067351-7067366:-]	hsa-miR-324|MI0000813	[36.3:17:7067340-7067422:-]
1	1	4	32	278	A_25_P00012131	miRNA	[36.3:X:65155505-65155525:+]	hsa-miR-223|MI0000300	[36.3:X:65155437-65155546:+]
1	1	4	33	279	A_25_P00010671	miRNA	[36.3:11:74723800-74723814:-]	hsa-miR-326|MI0000808	[36.3:11:74723784-74723878:-]
1	1	4	34	280	A_25_P00012712	miRNA	[36.3:1:160578978-160578996:+]	hsa-miR-556|MI0003562	[36.3:1:160578960-160579054:+]
1	1	4	35	281	A_25_P00013422	miRNA	[36.3:17:24212727-24212747:-]	hsa-miR-144|MI0000460	[36.3:17:24212677-24212762:-]
1	1	4	36	282	A_25_P00013166	miRNA	[36.3:X:133131423-133131443:-]	hsa-miR-19b-2|MI0000075	[36.3:X:133131367-133131462:-]
1	1	4	37	283	A_25_P00012472	miRNA	[36.3:1:175265133-175265152:-]	hsa-miR-488|MI0003123	[36.3:1:175265122-175265204:-]
1	1	4	38	284	A_25_P00011294	miRNA	[36.3:2:188870528-188870545:+]	hsa-miR-561|MI0003567	[36.3:2:188870464-188870560:+]
1	1	4	39	285	A_25_P00013339	miRNA	[36.3:4:20139070-20139084:+]	hsa-miR-218-1|MI0000294	[36.3:4:20138996-20139105:+]
1	1	4	40	286	A_25_P00012337	miRNA	[36.3:14:100558167-100558181:+]	hsa-miR-379|MI0000787	[36.3:14:100558156-100558222:+]
1	1	4	41	287	A_25_P00013412	miRNA	[36.3:12:6943544-6943558:+]	hsa-miR-141|MI0000457	[36.3:12:6943521-6943615:+]
1	1	4	42	288	A_25_P00010694	miRNA	"[36.3:19:58861763-58861780:+,36.3:19:58864247-58864264:+]"	"hsa-miR-512-1|MI0003140,hsa-miR-512-2|MI0003141"	"[36.3:19:58861745-58861828:+,36.3:19:58864223-58864320:+]"
1	1	4	43	289	A_25_P00011050	miRNA	[36.3:7:5501991-5502005:-]	hsa-miR-589|MI0003599	[36.3:7:5501976-5502074:-]
1	1	4	45	291	A_25_P00012422	miRNA	[36.3:17:25468287-25468297:+]	hsa-miR-423|MI0001445	[36.3:17:25468223-25468316:+]
1	1	4	46	292	A_25_P00013242	miRNA	[36.3:21:16833335-16833350:+]	hsa-miR-99a|MI0000101	[36.3:21:16833280-16833360:+]
1	1	4	48	294	A_25_P00010130	miRNA	[36.3:17:6862022-6862038:-]	hsa-miR-497|MI0003138	[36.3:17:6861954-6862065:-]
1	1	4	49	295	NC2_00079215	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	50	296	A_25_P00012204	miRNA	[36.3:3:49033109-49033122:-]	hsa-miR-191|MI0000465	[36.3:3:49033055-49033146:-]
1	1	4	51	297	A_25_P00013373	miRNA	[36.3:9:96887334-96887351:+]	hsa-miR-23b|MI0000439	[36.3:9:96887311-96887407:+]
1	1	4	54	300	A_25_P00011790	miRNA	[ebv:ebv|NC_007605.1:146776-146793:+]	ebv-miR-BART8|MI0003730	[ebv:ebv|NC_007605.1:146759-146840:+]
1	1	4	55	301	A_25_P00011244	miRNA	[36.3:21:36014906-36014922:+]	hsa-miR-802|MI0003906	[36.3:21:36014883-36014976:+]
1	1	4	56	302	A_25_P00013158	miRNA	[36.3:13:90801161-90801180:+]	hsa-miR-19a|MI0000073	[36.3:13:90801146-90801227:+]
1	1	4	57	303	A_25_P00013043	miRNA	[36.3:1:164390634-164390650:-]	hsa-miR-921|MI0005713	[36.3:1:164390604-164390659:-]
1	1	4	58	304	A_25_P00010408	miRNA	[36.3:14:100601443-100601457:+]	hsa-miR-409|MI0001735	[36.3:14:100601390-100601468:+]
1	1	4	59	305	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	4	60	306	A_25_P00011280	miRNA	[36.3:12:79853706-79853723:-]	hsa-miR-618|MI0003632	[36.3:12:79853646-79853743:-]
1	1	4	61	307	A_25_P00010617	miRNA	[36.3:1:98284235-98284253:-]	hsa-miR-137|MI0000454	[36.3:1:98284214-98284315:-]
1	1	4	62	308	A_25_P00011231	miRNA	[36.3:19:51214106-51214120:+]	hsa-miR-769|MI0003834	[36.3:19:51214030-51214147:+]
1	1	4	63	309	A_25_P00012070	miRNA	[36.3:11:72003795-72003809:-]	hsa-miR-139|MI0000261	[36.3:11:72003755-72003822:-]
1	1	4	64	310	A_25_P00014532	miRNA	[36.3:11:64415207-64415225:-]	hsa-miR-192|MI0000234	[36.3:11:64415185-64415294:-]
1	1	4	65	311	A_25_P00010959	miRNA	[36.3:X:49665964-49665981:+]	hsa-miR-502|MI0003186	[36.3:X:49665946-49666031:+]
1	1	4	66	312	A_25_P00014589	miRNA	[36.3:21:16884488-16884502:+]	hsa-miR-125b-2|MI0000470	[36.3:21:16884428-16884516:+]
1	1	4	67	313	A_25_P00013922	miRNA	[36.3:8:135881995-135882011:-]	hsa-miR-30b|MI0000441	[36.3:8:135881945-135882032:-]
1	1	4	68	314	A_25_P00014876	miRNA	"[36.3:19:58889478-58889493:+,36.3:19:58901338-58901353:+,36.3:19:58902540-58902555:+,36.3:19:58903831-58903846:+,36.3:19:58922000-58922015:+,36.3:19:58929964-58929979:+]"	"hsa-miR-526b|MI0003150,hsa-miR-526a-1|MI0003157,hsa-miR-520c|MI0003158,hsa-miR-518c|MI0003159,hsa-miR-526a-2|MI0003168,hsa-miR-518d|MI0003171"	"[36.3:19:58889459-58889541:+,36.3:19:58901318-58901402:+,36.3:19:58902519-58902605:+,36.3:19:58903801-58903901:+,36.3:19:58921988-58922052:+,36.3:19:58929943-58930029:+]"
1	1	4	69	315	A_25_P00012300	miRNA	[36.3:1:40992636-40992651:+]	hsa-miR-30e|MI0000749	[36.3:1:40992614-40992705:+]
1	1	4	70	316	A_25_P00012023	miRNA	[36.3:9:110848373-110848392:-]	hsa-miR-32|MI0000090	[36.3:9:110848330-110848399:-]
1	1	4	71	317	A_25_P00010169	miRNA	[36.3:19:58917291-58917309:+]	hsa-miR-520g|MI0003166	[36.3:19:58917232-58917321:+]
1	1	4	72	318	A_25_P00011609	miRNA	[36.3:11:1974606-1974619:-]	hsa-miR-675|MI0005416	[36.3:11:1974565-1974637:-]
1	1	4	73	319	A_25_P00012305	miRNA	[36.3:X:85045302-85045321:-]	hsa-miR-361|MI0000760	[36.3:X:85045297-85045368:-]
1	1	4	74	320	A_25_P00012722	miRNA	[36.3:3:196911513-196911532:+]	hsa-miR-570|MI0003577	[36.3:3:196911452-196911548:+]
1	1	4	75	321	A_25_P00010562	miRNA	[36.3:19:58870834-58870850:+]	hsa-miR-520e|MI0003143	[36.3:19:58870777-58870863:+]
1	1	4	77	323	A_25_P00014891	miRNA	"[36.3:X:146102708-146102725:-,36.3:X:146115070-146115087:-]"	"hsa-miR-513a-1|MI0003191,hsa-miR-513a-2|MI0003192"	"[36.3:X:146102673-146102801:-,36.3:X:146115036-146115162:-]"
1	1	4	78	324	A_25_P00010584	miRNA	[36.3:14:100595863-100595880:+]	hsa-miR-154|MI0000480	[36.3:14:100595845-100595928:+]
1	1	4	80	326	A_25_P00010048	miRNA	[36.3:X:53599985-53600004:-]	hsa-miR-98|MI0000100	[36.3:X:53599909-53600027:-]
1	1	4	81	327	A_25_P00013662	miRNA	[36.3:X:144884004-144884020:-]	hsa-miR-888|MI0005537	[36.3:X:144883994-144884070:-]
1	1	4	82	328	DarkCorner	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	1	329	SCorner3	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	2	330	A_25_P00011019	miRNA	[36.3:17:27701303-27701319:+]	hsa-miR-632|MI0003647	[36.3:17:27701241-27701334:+]
1	1	5	3	331	dmr_316_22	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	4	332	A_25_P00012345	miRNA	[36.3:19:50834147-50834160:-]	hsa-miR-330|MI0000803	[36.3:19:50834092-50834185:-]
1	1	5	5	333	A_25_P00012717	miRNA	[36.3:1:160579015-160579035:+]	hsa-miR-556|MI0003562	[36.3:1:160578960-160579054:+]
1	1	5	7	335	A_25_P00012461	miRNA	[36.3:11:2111948-2111964:-]	hsa-miR-483|MI0002467	[36.3:11:2111940-2112015:-]
1	1	5	8	336	A_25_P00012324	miRNA	[36.3:19:58982754-58982765:+]	hsa-miR-371|MI0000779	[36.3:19:58982741-58982807:+]
1	1	5	9	337	A_25_P00013108	miRNA	[36.3:4:112001229-112001242:-]	hsa-miR-297|MI0005775	[36.3:4:112001187-112001252:-]
1	1	5	11	339	dmr_31a_19	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	12	340	A_25_P00012837	miRNA	"[36.3:8:124429506-124429525:-,36.3:17:62898118-62898137:-]"	"hsa-miR-548d-1|MI0003668,hsa-miR-548d-2|MI0003671"	"[36.3:8:124429455-124429551:-,36.3:17:62898067-62898163:-]"
1	1	5	13	341	A_25_P00010276	miRNA	"[36.3:14:100576918-100576935:+,36.3:14:100576211-100576228:+]"	"hsa-miR-376a-1|MI0000784,hsa-miR-376a-2|MI0003529"	"[36.3:14:100576872-100576939:+,36.3:14:100576159-100576238:+]"
1	1	5	14	342	A_25_P00014346	miRNA	[36.3:14:100602857-100602876:+]	hsa-miR-656|MI0003678	[36.3:14:100602814-100602891:+]
1	1	5	15	343	A_25_P00012714	miRNA	[36.3:1:160578976-160578996:+]	hsa-miR-556|MI0003562	[36.3:1:160578960-160579054:+]
1	1	5	16	344	A_25_P00012038	miRNA	"[36.3:1:65296713-65296731:-,36.3:9:4840347-4840365:+]"	"hsa-miR-101-1|MI0000103,hsa-miR-101-2|MI0000739"	"[36.3:1:65296705-65296779:-,36.3:9:4840297-4840375:+]"
1	1	5	17	345	hur_5_24	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	18	346	A_25_P00014879	miRNA	"[36.3:19:58917288-58917307:+,36.3:19:58937634-58937653:+]"	"hsa-miR-520g|MI0003166,hsa-miR-520h|MI0003175"	"[36.3:19:58917232-58917321:+,36.3:19:58937578-58937665:+]"
1	1	5	19	347	A_25_P00012505	miRNA	[36.3:14:100565779-100565792:+]	hsa-miR-494|MI0003134	[36.3:14:100565724-100565804:+]
1	1	5	20	348	A_25_P00010386	miRNA	[36.3:10:104186270-104186288:+]	hsa-miR-146b|MI0003129	[36.3:10:104186259-104186331:+]
1	1	5	21	349	A_25_P00012613	miRNA	"[36.3:19:58936438-58936456:+,36.3:19:58947518-58947536:+,36.3:19:58957466-58957484:+]"	"hsa-miR-517c|MI0003174,hsa-miR-519a-1|MI0003178,hsa-miR-519a-2|MI0003182"	"[36.3:19:58936379-58936473:+,36.3:19:58947463-58947547:+,36.3:19:58957410-58957496:+]"
1	1	5	22	350	A_25_P00014964	miRNA	[36.3:19:10523867-10523878:+]	hsa-miR-1238|MI0006328	[36.3:19:10523798-10523880:+]
1	1	5	23	351	A_25_P00011404	miRNA	[36.3:20:32517854-32517869:+]	hsa-miR-644|MI0003659	[36.3:20:32517791-32517884:+]
1	1	5	25	353	A_25_P00010316	miRNA	"[36.3:1:154656770-154656788:-,36.3:5:87998440-87998458:-,36.3:15:87712309-87712327:+]"	"hsa-miR-9-1|MI0000466,hsa-miR-9-2|MI0000467,hsa-miR-9-3|MI0000468"	"[36.3:1:154656757-154656845:-,36.3:5:87998427-87998513:-,36.3:15:87712252-87712341:+]"
1	1	5	26	354	A_25_P00013785	miRNA	[ebv:ebv|NC_007605.1:148223-148237:+]	ebv-miR-BART19|MI0004992	[ebv:ebv|NC_007605.1:148198-148290:+]
1	1	5	27	355	A_25_P00014494	miRNA	[36.3:9:96888131-96888151:+]	hsa-miR-24-1|MI0000080	[36.3:9:96888124-96888191:+]
1	1	5	28	356	mr_1_20	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	30	358	A_25_P00013619	miRNA	[36.3:3:169752367-169752378:+]	hsa-miR-551b|MI0003575	[36.3:3:169752336-169752431:+]
1	1	5	31	359	A_25_P00012353	miRNA	[36.3:14:99645766-99645783:+]	hsa-miR-342|MI0000805	[36.3:14:99645745-99645843:+]
1	1	5	32	360	A_25_P00013338	miRNA	[36.3:4:20139071-20139084:+]	hsa-miR-218-1|MI0000294	[36.3:4:20138996-20139105:+]
1	1	5	33	361	A_25_P00013545	miRNA	[36.3:5:179374925-179374944:-]	hsa-miR-340|MI0000802	[36.3:5:179374909-179375003:-]
1	1	5	34	362	A_25_P00011963	miRNA	[36.3:20:58316990-58317005:+]	hsa-miR-646|MI0003661	[36.3:20:58316927-58317020:+]
1	1	5	35	363	NC2_00106057	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	5	36	364	A_25_P00013788	miRNA	[ebv:ebv|NC_007605.1:148260-148274:+]	ebv-miR-BART19|MI0004992	[ebv:ebv|NC_007605.1:148198-148290:+]
1	1	5	37	365	A_25_P00010397	miRNA	[36.3:10:52729360-52729376:+]	hsa-miR-605|MI0003618	[36.3:10:52729339-52729421:+]
